v2_hash,type,line_number,file_path,old_name,new_name
309e3246e0232a0a363aa44ab6d5524133f8f548,Rename Attribute,39,flink-table/flink-table-common/src/main/java/org/apache/flink/table/workflow/CreatePeriodicRefreshWorkflow.java,dynamicOptions,initConfig
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Class,31,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/CapitalizeJoinHintsShuttle.java,CapitalizeJoinHintsShuttle,CapitalizeQueryHintsShuttle
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Class,35,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/ClearJoinHintsOnUnmatchedNodesShuttle.java,ClearJoinHintsOnUnmatchedNodesShuttle,ClearQueryHintsOnUnmatchedNodesShuttle
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Class,38,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/ClearJoinHintsWithInvalidPropagationShuttle.java,ClearJoinHintsWithInvalidPropagationShuttle,ClearQueryHintsWithInvalidPropagationShuttle
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Class,32,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/JoinHintsRelShuttle.java,JoinHintsRelShuttle,QueryHintsRelShuttle
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Class,48,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/plan/optimize/JoinHintsResolver.java,JoinHintsResolver,QueryHintsResolver
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Class,38,flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/hint/ClearJoinHintsWithCapitalizeJoinHintsShuttleTest.java,ClearJoinHintsWithCapitalizeJoinHintsShuttleTest,ClearStateTtlHintsWithInvalidPropagationShuttleTest
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Class,41,flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/hint/ClearJoinHintsWithInvalidPropagationShuttleTestBase.java,ClearJoinHintsWithInvalidPropagationShuttleTestBase,ClearQueryHintsWithInvalidPropagationShuttleTestBase
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Class,35,flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/plan/optimize/JoinHintResolverTest.java,JoinHintResolverTest,QueryHintsResolverTest
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Method,2298,flink-table/flink-table-planner/src/main/java/org/apache/calcite/sql2rel/SqlToRelConverter.java,containsJoinHint,containsQueryHints
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Attribute,2296,flink-table/flink-table-planner/src/main/java/org/apache/calcite/sql2rel/SqlToRelConverter.java,containsJoinHint,containsQueryHints
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Method,186,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/FlinkHints.java,capitalizeJoinHints,capitalizeQueryHints
21403e31f4761bdddf5e4e802e0e5eb9b4533202,Rename Method,238,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/hint/FlinkHints.java,clearJoinHintsOnUnmatchedNodes,clearQueryHintsOnUnmatchedNodes
